scenario,seed,num_chargers,total_arrivals,charged,gave_up,pct_gave_up,avg_waiting_time,avg_walk_m,util_mean,util_max,chosen_fids
scale_both_c6_m1p5,2,6,757,366,351,46.3672391017173,13.7396127173703,271.8569526124919,0.6959953703703704,0.6959953703703704,1;7;17;19;17;91
scale_both_c6_m1p5,3,6,757,363,359,47.42404227212681,13.160575226008262,247.49324860002983,0.7001851851851852,0.7001851851851852,1;7;17;19;17;59
scale_both_c6_m1p5,4,6,757,369,352,46.49933949801849,12.232247132654392,224.72897131730303,0.7021527777777777,0.7021527777777777,1;7;17;19;17;48
scale_both_c6_m1p5,5,6,757,350,363,47.95244385733157,12.697636316018883,254.47433175766096,0.6629398148148148,0.6629398148148148,1;7;17;19;17;87
scale_both_c6_m1p5,6,6,757,332,389,51.38705416116248,13.313046101828741,235.42728064622443,0.6522685185185185,0.6522685185185185,1;7;17;19;17;50
scale_both_c6_m1p5,7,6,757,349,379,50.06605019815059,13.020141138714585,231.99237794566412,0.6518055555555556,0.6518055555555556,1;7;17;19;17;65
scale_both_c6_m1p5,8,6,757,346,374,49.405548216644654,11.909929855070128,209.45132313781818,0.653587962962963,0.653587962962963,1;7;17;19;17;54
scale_both_c6_m1p5,9,6,757,345,375,49.53764861294584,12.598378641714366,210.6328865736112,0.6720138888888889,0.6720138888888889,1;7;17;19;17;32
scale_both_c6_m2p2,0,6,1106,287,785,70.97649186256781,13.267392849430815,236.85984006569197,0.5388888888888889,0.5388888888888889,1;7;17;19;17;40
scale_both_c6_m2p2,1,6,1106,287,783,70.79566003616637,13.54969772259999,214.27637339473316,0.5381712962962962,0.5381712962962962,1;7;17;19;17;16
scale_both_c6_m2p2,2,6,1106,243,820,74.14104882459313,13.821440418632529,219.42795462756408,0.4677546296296296,0.4677546296296296,1;7;17;19;17;34
scale_both_c6_m2p2,3,6,1106,259,807,72.96564195298373,16.245293734584944,303.95205121986584,0.5136342592592592,0.5136342592592592,1;7;17;19;17;85
scale_both_c6_m2p2,4,6,1106,264,799,72.24231464737794,14.943882292171706,257.8855347821109,0.5044675925925927,0.5044675925925927,1;7;17;19;17;26
scale_both_c6_m2p2,5,6,1106,301,754,68.1735985533454,14.586360849892905,242.62140944011986,0.5659027777777778,0.5659027777777778,1;7;17;19;17;28
scale_both_c6_m2p2,6,6,1106,226,845,76.40144665461122,14.349047339287244,238.30845342184864,0.4310648148148148,0.4310648148148148,1;7;17;19;17;124
scale_both_c6_m2p2,7,6,1106,237,837,75.67811934900543,14.471712927121432,233.13632880492332,0.4567824074074074,0.4567824074074074,1;7;17;19;17;8
scale_both_c6_m2p2,8,6,1106,299,768,69.43942133815551,13.994431489237204,230.96623314241728,0.5775,0.5775,1;7;17;19;17;22
scale_both_c6_m2p2,9,6,1106,248,818,73.96021699819168,14.835021629295875,234.8379839741017,0.46872685185185187,0.46872685185185187,1;7;17;19;17;62
scale_both_c6_m3p0,0,6,1506,230,1234,81.93891102257636,15.283227444769519,241.4744434933615,0.4275,0.4275,1;7;17;19;17;62
scale_both_c6_m3p0,1,6,1506,220,1243,82.53652058432935,15.347687197188874,234.88281034411582,0.42743055555555554,0.42743055555555554,1;7;17;19;17;71
scale_both_c6_m3p0,2,6,1506,206,1246,82.73572377158035,14.479114830372819,244.21021007529828,0.3837037037037037,0.3837037037037037,1;7;17;19;17;48
scale_both_c6_m3p0,3,6,1506,247,1206,80.0796812749004,15.690550942522297,240.97041338548735,0.47828703703703707,0.47828703703703707,1;7;17;19;17;81
scale_both_c6_m3p0,4,6,1506,183,1269,84.26294820717132,13.668266723323322,215.48489173821454,0.3431944444444444,0.3431944444444444,1;7;17;19;17;54
scale_both_c6_m3p0,5,6,1506,204,1252,83.13413014608234,14.257745180748143,243.05088998954844,0.396574074074074,0.396574074074074,1;7;17;19;17;38
scale_both_c6_m3p0,6,6,1506,205,1253,83.20053120849934,13.963437670083596,238.4272187863188,0.4027546296296296,0.4027546296296296,1;7;17;19;17;23
scale_both_c6_m3p0,7,6,1506,163,1305,86.65338645418326,13.990632103146098,239.0334181407563,0.31189814814814815,0.31189814814814815,1;7;17;19;17;3
scale_both_c6_m3p0,8,6,1506,214,1247,82.80212483399735,15.4683902096098,261.69779690272077,0.4056944444444444,0.4056944444444444,1;7;17;19;17;2
scale_both_c6_m3p0,9,6,1506,142,1330,88.31341301460823,12.816323093349133,217.451831235153,0.2626851851851852,0.2626851851851852,1;7;17;19;17;15
scale_both_c6_m4p0,0,6,2008,192,1759,87.5996015936255,14.063281274415692,216.9602083341148,0.36060185185185184,0.36060185185185184,1;7;17;19;17;80
scale_both_c6_m4p0,1,6,2008,137,1815,90.38844621513944,14.115188987151537,245.20411248002262,0.27046296296296296,0.27046296296296296,1;7;17;19;17;32
scale_both_c6_m4p0,2,6,2008,125,1830,91.13545816733067,13.425325730741035,232.6386615542175,0.23990740740740743,0.23990740740740743,1;7;17;19;17;22
scale_both_c6_m4p0,3,6,2008,159,1792,89.2430278884462,13.952392751877774,224.9271536041652,0.3123842592592592,0.3123842592592592,1;7;17;19;17;54
scale_both_c6_m4p0,4,6,2008,157,1779,88.59561752988047,13.849123121841588,235.6142278366095,0.29932870370370374,0.29932870370370374,1;7;17;19;17;61
scale_both_c6_m4p0,5,6,2008,189,1758,87.54980079681275,16.373154301638824,298.33572186095984,0.3666203703703704,0.3666203703703704,1;7;17;19;17;91
scale_both_c6_m4p0,6,6,2008,139,1813,90.28884462151395,12.154996549103952,190.54591907946383,0.27472222222222226,0.27472222222222226,1;7;17;19;17;72
scale_both_c6_m4p0,7,6,2008,158,1801,89.69123505976096,15.075734406100086,230.93232210456847,0.3048148148148148,0.3048148148148148,1;7;17;19;17;71
scale_both_c6_m4p0,8,6,2008,121,1835,91.38446215139442,13.296215321946447,227.98180470819565,0.23372685185185185,0.23372685185185185,1;7;17;19;17;56
scale_both_c6_m4p0,9,6,2008,149,1811,90.18924302788844,13.57093370878212,233.9678285997796,0.27770833333333333,0.27770833333333333,1;7;17;19;17;50
scale_both_c8_m1p0,0,8,502,466,2,0.398406374501992,6.74082928610849,161.73807123976806,0.6575347222222222,0.6575347222222222,1;7;17;19;17;3;116;34
scale_both_c8_m1p0,1,8,502,463,10,1.9920318725099602,7.459170043967017,156.92416812252685,0.64828125,0.64828125,1;7;17;19;17;72;46;2
scale_both_c8_m1p0,2,8,502,449,16,3.187250996015936,9.316853006563337,179.91327678539582,0.6333506944444445,0.6333506944444445,1;7;17;19;17;45;74;117
scale_both_c8_m1p0,3,8,502,473,10,1.9920318725099602,8.969889297391992,182.4851555138393,0.6766666666666666,0.6766666666666666,1;7;17;19;17;58;90;25
scale_both_c8_m1p0,4,8,502,470,2,0.398406374501992,5.452163320733062,141.24334450890174,0.6757291666666667,0.6757291666666667,1;7;17;19;17;68;27;18
scale_both_c8_m1p0,5,8,502,458,0,0.0,3.886304504984843,119.76337675625165,0.6459895833333333,0.6459895833333333,1;7;17;19;17;71;77;49
scale_both_c8_m1p0,6,8,502,464,5,0.9960159362549801,5.755585195319323,133.6413878762137,0.6575694444444444,0.6575694444444444,1;7;17;19;17;45;34;89
scale_both_c8_m1p0,7,8,502,462,15,2.9880478087649402,7.242420731282738,151.38702010242613,0.6490104166666667,0.6490104166666667,1;7;17;19;17;77;22;3
scale_both_c8_m1p0,8,8,502,465,9,1.7928286852589643,8.067282084366513,165.53525240975733,0.6643923611111111,0.6643923611111111,1;7;17;19;17;83;27;18
scale_both_c8_m1p0,9,8,502,459,4,0.796812749003984,4.774622879993245,126.54444137745206,0.6514756944444444,0.6514756944444444,1;7;17;19;17;78;2;30
scale_both_c8_m1p5,0,8,757,488,218,28.797886393659184,13.13014473284963,197.66012743844266,0.6928645833333333,0.6928645833333333,1;7;17;19;17;22;61;9
scale_both_c8_m1p5,1,8,757,517,199,26.28797886393659,13.463465520413479,192.04633159176313,0.7282986111111112,0.7282986111111112,1;7;17;19;17;79;66;16
scale_both_c8_m1p5,2,8,757,511,195,25.75957727873184,14.995828183507383,229.18253184261832,0.7400694444444444,0.7400694444444444,1;7;17;19;17;91;73;21
scale_both_c8_m1p5,3,8,757,541,169,22.324966974900924,14.649248055833361,235.15789448318648,0.7830034722222222,0.7830034722222222,1;7;17;19;17;59;30;87
scale_both_c8_m1p5,4,8,757,489,226,29.854689564068693,14.67753002350078,219.3814350257625,0.7009201388888889,0.7009201388888889,1;7;17;19;17;48;70;49
scale_both_c8_m1p5,5,8,757,423,284,37.51651254953765,14.352314284898975,227.60776952907375,0.6139409722222222,0.6139409722222222,1;7;17;19;17;87;30;4
scale_both_c8_m1p5,6,8,757,508,201,26.55217965653897,13.025410459094648,193.12790219718605,0.727638888888889,0.727638888888889,1;7;17;19;17;50;31;45
scale_both_c8_m1p5,7,8,757,516,202,26.68428005284016,13.841755616256071,202.69648605615467,0.7284548611111111,0.7284548611111111,1;7;17;19;17;65;30;52
scale_both_c8_m1p5,8,8,757,523,186,24.570673712021136,12.989985524669658,183.48771274595188,0.7401215277777777,0.7401215277777777,1;7;17;19;17;54;72;46
scale_both_c8_m1p5,9,8,757,507,199,26.28797886393659,15.583746154241494,227.8546429247775,0.7312326388888889,0.7312326388888889,1;7;17;19;17;32;42;87
scale_both_c8_m2p2,0,8,1106,459,595,53.79746835443038,18.360176417985635,254.5023357615527,0.6589583333333333,0.6589583333333333,1;7;17;19;17;40;57;90
scale_both_c8_m2p2,1,8,1106,434,623,56.32911392405063,18.209862991579833,239.46302239183538,0.6196875,0.6196875,1;7;17;19;17;16;25;52
scale_both_c8_m2p2,2,8,1106,385,659,59.58408679927667,17.967407469580927,225.29485114861288,0.5548611111111111,0.5548611111111111,1;7;17;19;17;34;71;34
scale_both_c8_m2p2,3,8,1106,461,587,53.0741410488246,19.592227923632496,300.60587014596547,0.6671701388888889,0.6671701388888889,1;7;17;19;17;85;89;43
scale_both_c8_m2p2,4,8,1106,377,676,61.12115732368897,17.95437068670737,231.6490178192838,0.5405208333333333,0.5405208333333333,1;7;17;19;17;26;72;47
scale_both_c8_m2p2,5,8,1106,494,544,49.186256781193485,17.827453844613732,220.49210496441214,0.69671875,0.69671875,1;7;17;19;17;28;36;18
scale_both_c8_m2p2,6,8,1106,378,676,61.12115732368897,17.711468190693903,217.95265220869805,0.54328125,0.54328125,1;7;17;19;17;124;13;30
scale_both_c8_m2p2,7,8,1106,426,629,56.87160940325497,17.886448590045745,220.40513814625734,0.6130208333333333,0.6130208333333333,1;7;17;19;17;8;10;73
scale_both_c8_m2p2,8,8,1106,483,564,50.99457504520796,17.313345761742603,227.74743562275418,0.6901736111111111,0.6901736111111111,1;7;17;19;17;22;23;34
scale_both_c8_m2p2,9,8,1106,387,657,59.40325497287523,19.342302694284673,258.69766353284535,0.5652777777777778,0.5652777777777778,1;7;17;19;17;62;50;64
scale_both_c8_m3p0,0,8,1506,338,1104,73.30677290836654,18.46717798067951,231.33229626741812,0.4722222222222222,0.4722222222222222,1;7;17;19;17;62;24;49
scale_both_c8_m3p0,1,8,1506,343,1107,73.50597609561753,19.491262528861604,231.56957306058132,0.504357638888889,0.504357638888889,1;7;17;19;17;71;22;6
scale_both_c8_m3p0,2,8,1506,348,1082,71.84594953519256,18.591543589302923,233.5929692630052,0.49840277777777775,0.49840277777777775,1;7;17;19;17;48;9;18
scale_both_c8_m3p0,3,8,1506,349,1092,72.50996015936255,18.5931695010373,221.87192581940914,0.49527777777777776,0.49527777777777776,1;7;17;19;17;81;32;42
scale_both_c8_m3p0,4,8,1506,317,1125,74.7011952191235,18.2267929554732,214.49985714172735,0.4644097222222222,0.4644097222222222,1;7;17;19;17;54;72;22
scale_both_c8_m3p0,5,8,1506,348,1088,72.24435590969456,18.50721521529043,250.48529596351344,0.5100347222222222,0.5100347222222222,1;7;17;19;17;38;2;63
scale_both_c8_m3p0,6,8,1506,298,1139,75.63081009296148,19.038264461279628,265.7898762194699,0.429375,0.429375,1;7;17;19;17;23;8;58
scale_both_c8_m3p0,7,8,1506,358,1090,72.37715803452855,18.638773972887822,256.2472619563044,0.5086805555555556,0.5086805555555556,1;7;17;19;17;3;24;47
scale_both_c8_m3p0,8,8,1506,420,1016,67.46347941567065,19.411145538470294,269.99517253231636,0.6078993055555556,0.6078993055555556,1;7;17;19;17;2;26;85
scale_both_c8_m3p0,9,8,1506,291,1152,76.49402390438247,19.782882694182018,263.70124393889193,0.4136458333333333,0.4136458333333333,1;7;17;19;17;15;10;85
scale_both_c8_m4p0,0,8,2008,329,1600,79.6812749003984,20.982840318808496,262.0822077559844,0.468125,0.468125,1;7;17;19;17;80;85;34
scale_both_c8_m4p0,1,8,2008,275,1650,82.17131474103586,20.901587318587566,271.6025077876635,0.39611111111111114,0.39611111111111114,1;7;17;19;17;32;90;11
scale_both_c8_m4p0,2,8,2008,283,1651,82.2211155378486,22.269302306008854,327.1418774914616,0.40946180555555556,0.40946180555555556,1;7;17;19;17;22;86;85
scale_both_c8_m4p0,3,8,2008,297,1641,81.72310756972112,18.64619705201118,223.05490724561847,0.4245659722222222,0.4245659722222222,1;7;17;19;17;54;9;37
scale_both_c8_m4p0,4,8,2008,239,1680,83.66533864541833,17.421617081186223,221.08217142947558,0.3462673611111111,0.3462673611111111,1;7;17;19;17;61;42;36
scale_both_c8_m4p0,5,8,2008,314,1619,80.62749003984064,18.548904406977773,232.93290057665544,0.45703125,0.45703125,1;7;17;19;17;91;45;27
scale_both_c8_m4p0,6,8,2008,243,1695,84.41235059760956,21.705374757846958,264.5405986967762,0.3422395833333333,0.3422395833333333,1;7;17;19;17;72;2;42
scale_both_c8_m4p0,7,8,2008,291,1649,82.12151394422311,19.364139520693893,221.95860648685215,0.42605902777777777,0.42605902777777777,1;7;17;19;17;71;3;60
scale_both_c8_m4p0,8,8,2008,279,1654,82.37051792828686,19.564566608001922,219.6975724653541,0.39446180555555554,0.39446180555555554,1;7;17;19;17;56;20;80
scale_both_c8_m4p0,9,8,2008,237,1705,84.91035856573706,16.863467650324008,214.7680633904542,0.3289930555555556,0.3289930555555556,1;7;17;19;17;50;42;26
scale_both_c10_m1p0,0,10,502,468,0,0.0,3.7975232822502227,122.30938555738449,0.5277499999999999,0.5277499999999999,1;7;17;19;17;3;116;34;34;51
scale_both_c10_m1p0,1,10,502,477,0,0.0,2.393079927991013,100.13115187478773,0.5347083333333333,0.5347083333333333,1;7;17;19;17;72;46;2;20;61
scale_both_c10_m1p0,2,10,502,461,0,0.0,7.664321637517921,157.85578122987252,0.5198333333333334,0.5198333333333334,1;7;17;19;17;45;74;117;84;81
scale_both_c10_m1p0,3,10,502,483,0,0.0,6.684338542846822,136.5777588235125,0.5502777777777779,0.5502777777777779,1;7;17;19;17;58;90;25;55;34
scale_both_c10_m1p0,4,10,502,474,0,0.0,3.034514519887787,112.43287726960605,0.5449583333333333,0.5449583333333333,1;7;17;19;17;68;27;18;87;48
scale_both_c10_m1p0,5,10,502,465,0,0.0,1.9459756179798768,101.02731345146995,0.5252777777777778,0.5252777777777778,1;7;17;19;17;71;77;49;15;21
scale_both_c10_m1p0,6,10,502,471,0,0.0,3.1249498333378787,95.17344453679672,0.533513888888889,0.533513888888889,1;7;17;19;17;45;34;89;69;10
scale_both_c10_m1p0,7,10,502,481,0,0.0,2.091723980732393,92.15407083058892,0.54025,0.54025,1;7;17;19;17;77;22;3;66;10
scale_both_c10_m1p0,8,10,502,473,0,0.0,2.453807467344036,99.7302543237287,0.541138888888889,0.541138888888889,1;7;17;19;17;83;27;18;9;61
scale_both_c10_m1p0,9,10,502,464,0,0.0,3.8986179071679508,107.49611904070362,0.5263888888888889,0.5263888888888889,1;7;17;19;17;78;2;30;61;83
scale_both_c10_m1p5,0,10,757,672,27,3.5667107001321003,10.64871779644324,161.02999482948934,0.7556527777777778,0.7556527777777778,1;7;17;19;17;22;61;9;33;57
scale_both_c10_m1p5,1,10,757,666,45,5.9445178335535,11.009330400568034,162.52806204989903,0.7488750000000001,0.7488750000000001,1;7;17;19;17;79;66;16;21;88
scale_both_c10_m1p5,2,10,757,626,72,9.5112285336856,16.044258603652573,219.83930704847057,0.7177222222222223,0.7177222222222223,1;7;17;19;17;91;73;21;9;89
scale_both_c10_m1p5,3,10,757,635,67,8.850726552179657,15.267591645593248,210.40657470872145,0.7310138888888889,0.7310138888888889,1;7;17;19;17;59;30;87;11;82
scale_both_c10_m1p5,4,10,757,646,61,8.058124174372523,12.350798680893998,175.60134175354196,0.7405138888888889,0.7405138888888889,1;7;17;19;17;48;70;49;3;21
scale_both_c10_m1p5,5,10,757,646,45,5.9445178335535,13.658277259174845,191.4807288793629,0.7393611111111111,0.7393611111111111,1;7;17;19;17;87;30;4;47;23
scale_both_c10_m1p5,6,10,757,655,49,6.472919418758257,11.557714947007975,158.47085124742873,0.757986111111111,0.757986111111111,1;7;17;19;17;50;31;45;30;124
scale_both_c10_m1p5,7,10,757,673,43,5.680317040951123,12.678775182684525,170.46957067475628,0.7560277777777777,0.7560277777777777,1;7;17;19;17;65;30;52;74;62
scale_both_c10_m1p5,8,10,757,627,75,9.907529722589167,13.197418902836175,176.8617079120364,0.7155555555555556,0.7155555555555556,1;7;17;19;17;54;72;46;59;116
scale_both_c10_m1p5,9,10,757,676,26,3.4346103038309117,9.777700361595354,154.61366218423467,0.7740277777777778,0.7740277777777778,1;7;17;19;17;32;42;87;55;116
scale_both_c10_m2p2,0,10,1106,667,374,33.815551537070526,20.68516343038753,230.1276650253804,0.7465416666666667,0.7465416666666667,1;7;17;19;17;40;57;90;23;81
scale_both_c10_m2p2,1,10,1106,604,434,39.24050632911392,22.104813702458483,244.43115725144023,0.6922777777777778,0.6922777777777778,1;7;17;19;17;16;25;52;11;88
scale_both_c10_m2p2,2,10,1106,518,519,46.92585895117541,21.47399245875831,215.33096567307797,0.5973194444444444,0.5973194444444444,1;7;17;19;17;34;71;34;44;77
scale_both_c10_m2p2,3,10,1106,613,419,37.88426763110307,22.17962427270489,267.8239334776603,0.7046527777777778,0.7046527777777778,1;7;17;19;17;85;89;43;60;41
scale_both_c10_m2p2,4,10,1106,521,522,47.19710669077758,20.631397773368427,221.02297432368042,0.6001111111111112,0.6001111111111112,1;7;17;19;17;26;72;47;10;46
scale_both_c10_m2p2,5,10,1106,679,340,30.74141048824593,20.55423986946421,221.1908386618486,0.7756944444444445,0.7756944444444445,1;7;17;19;17;28;36;18;83;73
scale_both_c10_m2p2,6,10,1106,571,464,41.952983725135624,21.202344989716163,215.7835930263086,0.6526805555555556,0.6526805555555556,1;7;17;19;17;124;13;30;8;42
scale_both_c10_m2p2,7,10,1106,538,512,46.292947558770344,22.606201280020567,246.09031803340434,0.6155694444444444,0.6155694444444444,1;7;17;19;17;8;10;73;5;56
scale_both_c10_m2p2,8,10,1106,605,428,38.698010849909586,18.928458504420604,203.48522662922795,0.6919861111111112,0.6919861111111112,1;7;17;19;17;22;23;34;73;15
scale_both_c10_m2p2,9,10,1106,626,407,36.79927667269439,22.526035152487392,253.47135930651254,0.7085416666666666,0.7085416666666666,1;7;17;19;17;62;50;64;90;33
scale_both_c10_m3p0,0,10,1506,511,912,60.55776892430279,23.410339862940436,241.27388647511356,0.5801805555555555,0.5801805555555555,1;7;17;19;17;62;24;49;36;25
scale_both_c10_m3p0,1,10,1506,509,924,61.354581673306775,21.67973086829452,218.98748369786156,0.5832499999999999,0.5832499999999999,1;7;17;19;17;71;22;6;61;34
scale_both_c10_m3p0,2,10,1506,524,889,59.030544488711826,22.76131742879357,251.93613488925075,0.585388888888889,0.585388888888889,1;7;17;19;17;48;9;18;91;22
scale_both_c10_m3p0,3,10,1506,463,964,64.01062416998671,22.799891860790257,236.8513330777567,0.5258611111111111,0.5258611111111111,1;7;17;19;17;81;32;42;75;124
scale_both_c10_m3p0,4,10,1506,473,941,62.48339973439575,22.895761362586477,217.79628978327023,0.5464583333333334,0.5464583333333334,1;7;17;19;17;54;72;22;21;115
scale_both_c10_m3p0,5,10,1506,539,878,58.300132802124836,22.200103121644574,237.79374744185557,0.6166944444444444,0.6166944444444444,1;7;17;19;17;38;2;63;23;20
scale_both_c10_m3p0,6,10,1506,462,954,63.34661354581673,22.776670571292513,242.84573685594438,0.5302083333333333,0.5302083333333333,1;7;17;19;17;23;8;58;57;13
scale_both_c10_m3p0,7,10,1506,537,891,59.16334661354582,22.599472061469548,241.93309664344935,0.6140138888888889,0.6140138888888889,1;7;17;19;17;3;24;47;33;15
scale_both_c10_m3p0,8,10,1506,545,869,57.70252324037185,23.048302502273756,264.7501033222903,0.6213194444444444,0.6213194444444444,1;7;17;19;17;2;26;85;29;26
scale_both_c10_m3p0,9,10,1506,466,959,63.678618857901725,23.84302818755652,239.3423046721333,0.5260277777777778,0.5260277777777778,1;7;17;19;17;15;10;85;4;72
scale_both_c10_m4p0,0,10,2008,443,1458,72.60956175298804,24.14801071861592,263.4450302903336,0.5079166666666667,0.5079166666666667,1;7;17;19;17;80;85;34;2;9
scale_both_c10_m4p0,1,10,2008,375,1524,75.89641434262948,24.99875748108399,268.0382558047611,0.4313194444444444,0.4313194444444444,1;7;17;19;17;32;90;11;75;34
scale_both_c10_m4p0,2,10,2008,433,1475,73.45617529880478,26.273025556874785,300.8413750042282,0.5058888888888889,0.5058888888888889,1;7;17;19;17;22;86;85;8;26
scale_both_c10_m4p0,3,10,2008,407,1511,75.24900398406375,21.952344357114058,215.40757047469268,0.47134722222222225,0.47134722222222225,1;7;17;19;17;54;9;37;48;24
scale_both_c10_m4p0,4,10,2008,306,1595,79.43227091633466,20.801406011516256,199.34784017360744,0.3470833333333333,0.3470833333333333,1;7;17;19;17;61;42;36;35;80
scale_both_c10_m4p0,5,10,2008,345,1570,78.18725099601593,22.958568959453203,245.34999026501976,0.3910555555555556,0.3910555555555556,1;7;17;19;17;91;45;27;79;33
scale_both_c10_m4p0,6,10,2008,386,1526,75.99601593625498,23.558646525824162,244.15616373777053,0.4449305555555555,0.4449305555555555,1;7;17;19;17;72;2;42;4;5
scale_both_c10_m4p0,7,10,2008,434,1482,73.80478087649402,23.26783919332341,223.83793717788944,0.4957361111111111,0.4957361111111111,1;7;17;19;17;71;3;60;35;8
scale_both_c10_m4p0,8,10,2008,426,1478,73.60557768924303,25.928929350896187,259.8805843939409,0.49823611111111116,0.49823611111111116,1;7;17;19;17;56;20;80;52;89
scale_both_c10_m4p0,9,10,2008,333,1582,78.78486055776892,21.90880994009984,220.57105418835107,0.37027777777777776,0.37027777777777776,1;7;17;19;17;50;42;26;38;116
scale_both_c14_m1p0,0,14,502,468,0,0.0,2.8453767195575814,114.66377913246659,0.3768253968253968,0.3768253968253968,1;7;17;19;17;3;116;34;34;51;12;81;23;31
scale_both_c14_m1p0,1,14,502,479,0,0.0,1.2838598664528724,75.10315612601313,0.3831845238095238,0.3831845238095238,1;7;17;19;17;72;46;2;20;61;21;62;49;44
scale_both_c14_m1p0,2,14,502,467,0,0.0,2.222077773285834,86.68634355211893,0.3763392857142857,0.3763392857142857,1;7;17;19;17;45;74;117;84;81;14;80;70;73
scale_both_c14_m1p0,3,14,502,485,0,0.0,1.6242918239610704,98.60036676898636,0.3948412698412698,0.3948412698412698,1;7;17;19;17;58;90;25;55;34;21;80;82;23
scale_both_c14_m1p0,4,14,502,475,0,0.0,1.5207968994661774,73.62734556829803,0.38935515873015875,0.38935515873015875,1;7;17;19;17;68;27;18;87;48;3;63;77;31
scale_both_c14_m1p0,5,14,502,466,0,0.0,1.27349781269899,87.68570699084346,0.37609126984126984,0.37609126984126984,1;7;17;19;17;71;77;49;15;21;12;35;32;67
scale_both_c14_m1p0,6,14,502,477,0,0.0,1.1720011981717042,70.14616854367799,0.38572420634920634,0.38572420634920634,1;7;17;19;17;45;34;89;69;10;13;90;18;61
scale_both_c14_m1p0,7,14,502,481,0,0.0,0.7769716690702412,67.28971488522629,0.3865575396825397,0.3865575396825397,1;7;17;19;17;77;22;3;66;10;67;39;91;15
scale_both_c14_m1p0,8,14,502,474,0,0.0,1.2083466674319288,80.60460466499848,0.3867162698412698,0.3867162698412698,1;7;17;19;17;83;27;18;9;61;40;13;75;5
scale_both_c14_m1p0,9,14,502,466,0,0.0,0.9892434077733603,76.49595870290486,0.37740079365079365,0.37740079365079365,1;7;17;19;17;78;2;30;61;83;16;53;69;40
scale_both_c14_m1p5,0,14,757,703,0,0.0,3.3577620775832777,98.56012297834006,0.5649801587301587,0.5649801587301587,1;7;17;19;17;22;61;9;33;57;68;63;20;13
scale_both_c14_m1p5,1,14,757,719,0,0.0,5.524491939367469,101.43570458659049,0.5776686507936508,0.5776686507936508,1;7;17;19;17;79;66;16;21;88;34;62;72;76
scale_both_c14_m1p5,2,14,757,693,0,0.0,8.526701958081986,130.27212271376632,0.5654265873015872,0.5654265873015872,1;7;17;19;17;91;73;21;9;89;12;4;74;69
scale_both_c14_m1p5,3,14,757,708,0,0.0,5.37751807014397,103.24165086324746,0.5835714285714285,0.5835714285714285,1;7;17;19;17;59;30;87;11;82;71;32;36;49
scale_both_c14_m1p5,4,14,757,715,0,0.0,3.8064092616064573,103.66343690345708,0.586686507936508,0.586686507936508,1;7;17;19;17;48;70;49;3;21;2;51;15;27
scale_both_c14_m1p5,5,14,757,687,0,0.0,4.64297663518938,97.68334796739478,0.5634523809523809,0.5634523809523809,1;7;17;19;17;87;30;4;47;23;12;10;67;22
scale_both_c14_m1p5,6,14,757,704,0,0.0,2.4670036468125356,78.98135195512936,0.5798710317460317,0.5798710317460317,1;7;17;19;17;50;31;45;30;124;78;26;57;53
scale_both_c14_m1p5,7,14,757,721,0,0.0,4.295749389332629,88.55923432141243,0.5798908730158729,0.5798908730158729,1;7;17;19;17;65;30;52;74;62;29;46;51;24
scale_both_c14_m1p5,8,14,757,705,0,0.0,7.377193019868461,122.77984635199627,0.5717063492063492,0.5717063492063492,1;7;17;19;17;54;72;46;59;116;68;74;53;82
scale_both_c14_m1p5,9,14,757,707,0,0.0,4.207973284426284,97.47446051242758,0.5776488095238096,0.5776488095238096,1;7;17;19;17;32;42;87;55;116;70;45;50;24
scale_both_c14_m2p2,0,14,1106,921,98,8.860759493670885,18.700279406438344,172.27977122269021,0.7412797619047619,0.7412797619047619,1;7;17;19;17;40;57;90;23;81;56;44;70;10
scale_both_c14_m2p2,1,14,1106,848,168,15.18987341772152,26.48215084142282,236.78675966808336,0.686498015873016,0.686498015873016,1;7;17;19;17;16;25;52;11;88;74;51;76;118
scale_both_c14_m2p2,2,14,1106,877,130,11.754068716094032,20.2099474794003,182.46490964635942,0.7198710317460317,0.7198710317460317,1;7;17;19;17;34;71;34;44;77;58;68;66;117
scale_both_c14_m2p2,3,14,1106,918,88,7.956600361663653,22.248880080023326,213.26458478899377,0.754563492063492,0.754563492063492,1;7;17;19;17;85;89;43;60;41;15;86;25;4
scale_both_c14_m2p2,4,14,1106,821,191,17.269439421338156,25.002684125555085,222.8610606754046,0.6774702380952381,0.6774702380952381,1;7;17;19;17;26;72;47;10;46;30;84;64;52
scale_both_c14_m2p2,5,14,1106,869,137,12.386980108499095,23.586966357336124,212.41132470840998,0.7062103174603174,0.7062103174603174,1;7;17;19;17;28;36;18;83;73;15;13;88;89
scale_both_c14_m2p2,6,14,1106,882,132,11.934900542495479,21.255703037213724,184.56891490436175,0.7233531746031746,0.7233531746031746,1;7;17;19;17;124;13;30;8;42;56;44;22;31
scale_both_c14_m2p2,7,14,1106,916,108,9.764918625678119,20.730709883629384,180.42743865408036,0.7446825396825396,0.7446825396825396,1;7;17;19;17;8;10;73;5;56;28;35;25;29
scale_both_c14_m2p2,8,14,1106,900,114,10.30741410488246,20.01422206996975,180.14726954137797,0.7288988095238096,0.7288988095238096,1;7;17;19;17;22;23;34;73;15;42;6;82;52
